statements,label
Ilarawan mo ang iyong experience pagpunta sa restaurant.,0
Make a list of five food items na inihahain during breakfast.,0
"Bibigyan ka ng short story, and kailangan mong gumawa ng different at longer version ng story.",0
Bumuo ng isang approach para i-solve yung binigay na problem.,0
Compare two methods para sa ibinigay na task.,0
Piliin ang antonym ng sumusnod na word.,0
Bumuo ng baging proverb. ,0
"Suriin ang sumunod na statement: ""Ang pag-aaral magdamag ay mas effective kaysa sa short break"".",0
Ipaliwanag ang paggamit ng hammer.,0
Ano ang posibleng cause ng issue.,0
Isipin kung paano magiging iba ang world if hindi ginawa ang mga computer. ,0
Gumawa ng isang madaling recipe para sa isang healthy breakfast.,0
Sumulat ng isang advertisement na magpo-promte ng isang product.,0
Tukuyin ang tatlong characteristics ng ibinigay na species.,0
"Bumuo ng mathematical expression na magmultiply ng 3 and 6, then adds 4 sa result.",0
Isulat muli ang sumusunod na sentence upang ito ay gumamit ng active voice instead of a passive one.,0
"Ipaliwanag ang concept ng ""Pythagorean Theorem"".",0
Sumulat ng short article sa isang machine learning algorithm.,0
I-convert ang mga decimal into fraction.,0
I-edit ang ibinigay na pangungusap for correct grammar usage.,0
Mag-brainstorm ng 3 innovative ways ng paggamit ng machine learning.,0
Magkwento tungkol sa isang tao who is living an eco-friendly lifestyle.,0
" Sa ibinigay na scenario, predict the probability ng taong dumaranas ng Diabetes.",0
Bumuo ng elevator pitch para sa isang business offering ng interior design services.,0
Magdagdag ng joke sa end ng pangungusap.,0
Rewrite the code para maging mas efficient.,0
Ikaw ang head ng isang team at inatasang magprovide ng feedback sa isang project. Identify three key strengths and weaknesses ng project.,0
Bumuo ng algorithm para bilangin ang number of words sa isang binigay na sentence.,0
Kunin ang given inputs at mag-generate ng creative story.,0
"Bumuo ng isang recipe using only these ingredients: onions, chicken, red wine, parsley.",0
Magmungkahi ng creative way upang ipakilala ang iyong sarili sa new team.,0
Tukuyin ang optimal order ng mga sumusunod na tasks.,0
I-sort ang list ng mga musical instruments sa tatlong distinct categories.,0
Sumulat ng set of  instructions upang makagawa ng greeting card gamit ang Adobe Photoshop.,0
"Kalkulahin ang total, gamit ang following inputs.",0
Ano ang advantages ng isang decision tree.,0
" I-identify ang tao, lugar, o bagay na tinutukoy sa sumusunod na sentences.",0
Sumulat ng isang slogan para sa isang company na nagbebenta ng sustainable clothing.,0
Sumulat ng short narrative mula sa perspective ng isang tao na ang hobby ay magcollect ng stamps.,0
Gayahon ang isang basic computer logic gamit ang ibinigay na boolean conditions.,0
Hanapin ang bilang ng 2-letter words sa English language.,0
I-reframe ang mga sumusunod na statements upang magbigay ng positive perspective.,0
"Given a string, i-reverse ang order ng mga characters at i-print ito sa screen.",0
Maglagay ng suitable greeting sa simula ng given email.,0
"Mula sa list of words, ilang words of three letters ang maaaring mabuo.",0
Ano ang average annual salary ng isang customer service developer.,0
Magdagdag ng dalawang elements upang gawing humorous ang sentence na ito.,0
"Magbigay ng 5 example words na associated sa sentiment of ""lonely"".",0
I-type ang code na magdisplay ng sumusunod na output:.,0
I-summarize ang iyong findings pagkatapos magresearch tungkol sa AI.,0
Ilarawan ang challenge ng pagkakaroon ng hectic lifestyle.,0
Bumuo ng lists ng Pros and Cons para sa isang partikular na activity.,0
Magdesign ng experiment para i-test ang effectiveness ng given product.,0
Gumawa ka ng mga tanong base sa statement na ito.,0
I-compare mo ang roles ng educator at politician.,0
Ano na ang pinaka-latest o state of the art sa computer vision research.,0
I-explain kung bakit gumagamit ng tariffs ang isang bansa.,0
Gumawa ng customer survey para sa isang restaurant.,0
I-compare mo ang dalawang disciplines sa loob ng AI.,0
Magsulat ng ilang sentences tungkol sa binigay na cartoon character.,0
I-predict mo ang trend ng data na ito.,0
"Gumawa ng random sentence gamit ang context na:""Lumakad siya sa buong field"".",0
Magbigay ng 3 examples ng balanced diet.,0
Anong klaseng angle ang 90 degrees.,0
Mag-suggest ng dalawang exercises para ma-practice ang English vocabulary.,0
"I-edit ang salitang ""masharap"" para maging correct word.",0
Ire-arrange mo ang sequence ng words below para maging tama ang sentence.,0
I-identify ang main idea ng article na ito.,0
